Purchase Order Import Type,Purchase Order Number,Purchase Order Supplier Acc Code,Purchase Order Document Date,Purchase Order Header Requested Date,Purchase Order Discount Percent,Purchase Order Supplier Document No.,Purchase Order By Default Supply To,Purchase Order AnalysisCode 1,Purchase Order AnalysisCode 2,Purchase Order AnalysisCode 3,Purchase Order AnalysisCode 4,Purchase Order AnalysisCode 5,Purchase Order AnalysisCode 6,Purchase Order AnalysisCode 7,Purchase Order AnalysisCode 8,Purchase Order AnalysisCode 9,Purchase Order AnalysisCode 10,Purchase Order AnalysisCode 11,Purchase Order AnalysisCode 12,Purchase Order AnalysisCode 13,Purchase Order AnalysisCode 14,Purchase Order AnalysisCode 15,Purchase Order AnalysisCode 16,Purchase Order AnalysisCode 17,Purchase Order AnalysisCode 18,Purchase Order AnalysisCode 19,Purchase Order AnalysisCode 20,Item Code,Warehouse Name,Unit Discount Percent,Purchase Order Line Requested Date,Stock Item Unit,Item Description,Free Text Item Description,Free Text Buying Unit Description,Tax Code,Item Quantity,Unit Buying Price
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
